turma,aluno_numero,data,status
9°A,3,2026-06-29,P
9°A,3,2026-06-30,F
9°A,3,2026-07-01,P
9°A,3,2026-07-02,P
9°A,3,2026-07-03,P
9°A,3,2026-07-28,P
9°A,3,2026-07-29,P
9°A,3,2026-07-30,P
9°A,3,2026-07-31,P
9°A,3,2026-08-03,P
9°A,3,2026-08-04,P
9°A,3,2026-08-05,F
9°A,3,2026-08-06,P
9°A,3,2026-08-07,F
9°A,3,2026-08-10,P
9°A,3,2026-08-11,P
9°A,3,2026-08-12,P
9°A,3,2026-08-13,P
9°A,3,2026-08-14,P
9°A,3,2026-08-17,P
9°A,3,2026-08-18,P
9°A,3,2026-08-19,P
9°A,3,2026-08-20,P
9°A,3,2026-08-21,P
9°A,3,2026-08-22,P
9°A,3,2026-08-24,P
9°A,3,2026-08-25,P
9°A,3,2026-08-26,P
9°A,3,2026-08-27,P
9°A,3,2026-08-28,F
9°A,3,2026-08-31,P
9°A,3,2026-08-01,F
9°A,4,2026-05-04,F
9°A,4,2026-05-05,P
9°A,4,2026-05-06,P
9°A,4,2026-05-07,P
9°A,4,2026-05-08,F
9°A,4,2026-05-11,P
9°A,4,2026-05-12,P
9°A,4,2026-05-13,P
9°A,4,2026-05-14,P
9°A,4,2026-05-15,P
9°A,4,2026-05-18,P
9°A,4,2026-05-19,P
9°A,4,2026-05-20,P
9°A,4,2026-05-21,P
9°A,4,2026-05-22,P
9°A,4,2026-05-25,F
9°A,4,2026-05-26,F
9°A,4,2026-05-27,P
9°A,4,2026-05-28,P
9°A,4,2026-05-29,P
9°A,4,2026-06-01,P
9°A,4,2026-06-02,P
9°A,4,2026-06-03,P
9°A,4,2026-06-08,P
9°A,4,2026-06-09,P
9°A,4,2026-06-10,P
9°A,4,2026-06-11,P
9°A,4,2026-06-12,P
9°A,4,2026-06-15,P
9°A,4,2026-06-16,P
9°A,4,2026-06-17,P
9°A,4,2026-06-18,P
9°A,4,2026-06-19,P
9°A,4,2026-06-22,P
9°A,4,2026-06-23,F
9°A,4,2026-06-24,F
9°A,4,2026-06-25,P
9°A,4,2026-06-26,P
9°A,4,2026-06-29,P
9°A,4,2026-06-30,P
9°A,4,2026-07-01,F
9°A,4,2026-07-02,P
9°A,4,2026-07-03,P
9°A,4,2026-07-28,P
9°A,4,2026-07-29,P
9°A,4,2026-07-30,P
9°A,4,2026-07-31,P
9°A,4,2026-08-03,P
9°A,4,2026-08-04,P
9°A,4,2026-08-05,P
9°A,4,2026-08-06,F
9°A,4,2026-08-07,P
9°A,4,2026-08-10,P
9°A,4,2026-08-11,F
9°A,4,2026-08-12,P
9°A,4,2026-08-13,P
9°A,4,2026-08-14,P
9°A,4,2026-08-17,F
9°A,4,2026-08-18,F
9°A,4,2026-08-19,P
9°A,4,2026-08-20,P
9°A,4,2026-08-21,P
9°A,4,2026-08-22,P
9°A,4,2026-08-24,P
9°A,4,2026-08-25,P
9°A,4,2026-08-26,F
9°A,4,2026-08-27,P
9°A,4,2026-08-28,F
9°A,4,2026-08-31,P
9°A,4,2026-08-01,P
9°A,5,2026-05-04,P
9°A,5,2026-05-05,P
9°A,5,2026-05-06,P
9°A,5,2026-05-07,P
9°A,5,2026-05-08,P
9°A,5,2026-05-11,P
9°A,5,2026-05-12,P
9°A,5,2026-05-13,P
9°A,5,2026-05-14,P
9°A,5,2026-05-15,F
9°A,5,2026-05-18,F
9°A,5,2026-05-19,P
9°A,5,2026-05-20,P
9°A,5,2026-05-21,P
9°A,5,2026-05-22,P
9°A,5,2026-05-25,P
9°A,5,2026-05-26,P
9°A,5,2026-05-27,P
9°A,5,2026-05-28,P
9°A,5,2026-05-29,P
9°A,5,2026-06-01,P
9°A,5,2026-06-02,P
9°A,5,2026-06-03,P
9°A,5,2026-06-08,F
9°A,5,2026-06-09,F
9°A,5,2026-06-10,F
9°A,5,2026-06-11,F
9°A,5,2026-06-12,F
9°A,5,2026-06-15,P
9°A,5,2026-06-16,P
9°A,5,2026-06-17,P
9°A,5,2026-06-18,P
9°A,5,2026-06-19,P
9°A,5,2026-06-22,P
9°A,5,2026-06-23,P
9°A,5,2026-06-24,P
9°A,5,2026-06-25,P
9°A,5,2026-06-26,P
9°A,5,2026-06-29,P
9°A,5,2026-06-30,P
9°A,5,2026-07-01,F
9°A,5,2026-07-02,P
9°A,5,2026-07-03,P
9°A,5,2026-07-28,P
9°A,5,2026-07-29,P
9°A,5,2026-07-30,P
9°A,5,2026-07-31,P
9°A,5,2026-08-03,P
9°A,5,2026-08-04,P
9°A,5,2026-08-05,F
9°A,5,2026-08-06,P
9°A,5,2026-08-07,F
9°A,5,2026-08-10,P
9°A,5,2026-08-11,P
9°A,5,2026-08-12,P
9°A,5,2026-08-13,P
9°A,5,2026-08-14,F
9°A,5,2026-08-17,P
9°A,5,2026-08-18,P
9°A,5,2026-08-19,F
9°A,5,2026-08-20,P
9°A,5,2026-08-21,P
9°A,5,2026-08-22,P
9°A,5,2026-08-24,P
9°A,5,2026-08-25,P
9°A,5,2026-08-26,F
9°A,5,2026-08-27,P
9°A,5,2026-08-28,F
9°A,5,2026-08-31,P
9°A,5,2026-08-01,P
9°A,6,2026-05-04,F
9°A,6,2026-05-05,P
9°A,6,2026-05-06,P
9°A,6,2026-05-07,F
9°A,6,2026-05-08,F
9°A,6,2026-05-11,P
9°A,6,2026-05-12,P
9°A,6,2026-05-13,P
9°A,6,2026-05-14,F
9°A,6,2026-05-15,P
9°A,6,2026-05-18,P
9°A,6,2026-05-19,P
9°A,6,2026-05-20,F
9°A,6,2026-05-21,P
9°A,6,2026-05-22,F
9°A,6,2026-05-25,P
9°A,6,2026-05-26,P
9°A,6,2026-05-27,F
9°A,6,2026-05-28,P
9°A,6,2026-05-29,F
9°A,6,2026-06-01,F
9°A,6,2026-06-02,P
9°A,6,2026-06-03,F
9°A,6,2026-06-08,P
9°A,6,2026-06-09,F
9°A,6,2026-06-10,P
9°A,6,2026-06-11,P
9°A,6,2026-06-12,F
9°A,6,2026-06-15,F
9°A,6,2026-06-16,P
9°A,6,2026-06-17,F
9°A,6,2026-06-18,P
9°A,6,2026-06-19,F
9°A,6,2026-06-22,P
9°A,6,2026-06-23,P
9°A,6,2026-06-24,F
9°A,6,2026-06-25,P
9°A,6,2026-06-26,P
9°A,6,2026-06-29,F
9°A,6,2026-06-30,F
9°A,6,2026-07-01,P
9°A,6,2026-07-02,P
9°A,6,2026-07-03,P
9°A,6,2026-07-28,F
9°A,6,2026-07-29,P
9°A,6,2026-07-30,P
9°A,6,2026-07-31,F
9°A,6,2026-08-03,P
9°A,6,2026-08-04,P
9°A,6,2026-08-05,P
9°A,6,2026-08-06,F
9°A,6,2026-08-07,F
9°A,6,2026-08-10,P
9°A,6,2026-08-11,F
9°A,6,2026-08-12,P
9°A,6,2026-08-13,F
9°A,6,2026-08-14,P
9°A,6,2026-08-17,F
9°A,6,2026-08-18,P
9°A,6,2026-08-19,F
9°A,6,2026-08-20,P
9°A,6,2026-08-21,P
9°A,6,2026-08-22,P
9°A,6,2026-08-24,P
9°A,6,2026-08-25,P
9°A,6,2026-08-26,F
9°A,6,2026-08-27,P
9°A,6,2026-08-28,P
9°A,6,2026-08-31,P
9°A,6,2026-08-01,P
9°A,7,2026-05-04,F
9°A,7,2026-05-05,P
9°A,7,2026-05-06,P
9°A,7,2026-05-07,P
9°A,7,2026-05-08,F
9°A,7,2026-05-11,P
9°A,7,2026-05-12,P
9°A,7,2026-05-13,P
9°A,7,2026-05-14,P
9°A,7,2026-05-15,P
9°A,7,2026-05-18,P
9°A,7,2026-05-19,P
9°A,7,2026-05-20,P
9°A,7,2026-05-21,P
9°A,7,2026-05-22,F
9°A,7,2026-05-25,P
9°A,7,2026-05-26,P
9°A,7,2026-05-27,P
9°A,7,2026-05-28,P
9°A,7,2026-05-29,P
9°A,7,2026-06-01,P
9°A,7,2026-06-02,P
9°A,7,2026-06-03,P
9°A,7,2026-06-08,P
9°A,7,2026-06-09,P
9°A,7,2026-06-10,P
9°A,7,2026-06-11,P
9°A,7,2026-06-12,P
9°A,7,2026-06-15,P
9°A,7,2026-06-16,P
9°A,7,2026-06-17,P
9°A,7,2026-06-18,P
9°A,7,2026-06-19,P
9°A,7,2026-06-22,P
9°A,7,2026-06-23,P
9°A,7,2026-06-24,P
9°A,7,2026-06-25,P
9°A,7,2026-06-26,P
9°A,7,2026-06-29,P
9°A,7,2026-06-30,P
9°A,7,2026-07-01,P
9°A,7,2026-07-02,P
9°A,7,2026-07-03,P
9°A,7,2026-07-28,P
9°A,7,2026-07-29,P
9°A,7,2026-07-30,P
9°A,7,2026-07-31,P
9°A,7,2026-08-03,P
9°A,7,2026-08-04,P
9°A,7,2026-08-05,P
9°A,7,2026-08-06,F
9°A,7,2026-08-07,P
9°A,7,2026-08-10,P
9°A,7,2026-08-11,P
9°A,7,2026-08-12,P
9°A,7,2026-08-13,P
9°A,7,2026-08-14,P
9°A,7,2026-08-17,P
9°A,7,2026-08-18,P
9°A,7,2026-08-19,P
9°A,7,2026-08-20,P
9°A,7,2026-08-21,P
9°A,7,2026-08-22,P
9°A,7,2026-08-24,P
9°A,7,2026-08-25,P
9°A,7,2026-08-26,F
9°A,7,2026-08-27,P
9°A,7,2026-08-28,F
9°A,7,2026-08-31,P
9°A,7,2026-08-01,P
9°A,8,2026-05-04,P
9°A,8,2026-05-05,F
9°A,8,2026-05-06,P
9°A,8,2026-05-07,P
9°A,8,2026-05-08,F
9°A,8,2026-05-11,F
9°A,8,2026-05-12,P
9°A,8,2026-05-13,F
9°A,8,2026-05-14,P
9°A,8,2026-05-15,F
9°A,8,2026-05-18,F
9°A,8,2026-05-19,P
9°A,8,2026-05-20,P
9°A,8,2026-05-21,F
9°A,8,2026-05-22,F
9°A,8,2026-05-25,P
9°A,8,2026-05-26,F
9°A,8,2026-05-27,P
9°A,8,2026-05-28,F
9°A,8,2026-05-29,F
9°A,8,2026-06-01,P
9°A,8,2026-06-02,P
9°A,8,2026-06-03,F
9°A,8,2026-06-08,F
9°A,8,2026-06-09,F
9°A,8,2026-06-10,F
9°A,8,2026-06-11,F
9°A,8,2026-06-12,F
9°A,8,2026-06-15,F
9°A,8,2026-06-16,P
9°A,8,2026-06-17,F
9°A,8,2026-06-18,F
9°A,8,2026-06-19,F
9°A,8,2026-06-22,F
9°A,8,2026-06-23,P
9°A,8,2026-06-24,F
9°A,8,2026-06-25,F
9°A,8,2026-06-26,P
9°A,8,2026-06-29,P
9°A,8,2026-06-30,F
9°A,8,2026-07-01,F
9°A,8,2026-07-02,P
9°A,8,2026-07-03,P
9°A,8,2026-07-28,F
9°A,8,2026-07-29,F
9°A,8,2026-07-30,F
9°A,8,2026-07-31,F
9°A,8,2026-08-03,P
9°A,8,2026-08-04,F
9°A,8,2026-08-05,F
9°A,8,2026-08-06,F
9°A,8,2026-08-07,F
9°A,8,2026-08-10,P
9°A,8,2026-08-11,F
9°A,8,2026-08-12,P
9°A,8,2026-08-13,P
9°A,8,2026-08-14,F
9°A,8,2026-08-17,F
9°A,8,2026-08-18,F
9°A,8,2026-08-19,F
9°A,8,2026-08-20,F
9°A,8,2026-08-21,F
9°A,8,2026-08-22,F
9°A,8,2026-08-24,F
9°A,8,2026-08-25,F
9°A,8,2026-08-26,F
9°A,8,2026-08-27,F
9°A,8,2026-08-28,F
9°A,8,2026-08-31,F
9°A,8,2026-08-01,F
9°A,9,2026-05-04,F
9°A,9,2026-05-05,P
9°A,9,2026-05-06,P
9°A,9,2026-05-07,P
9°A,9,2026-05-08,P
9°A,9,2026-05-11,F
9°A,9,2026-05-12,P
9°A,9,2026-05-13,P
9°A,9,2026-05-14,P
9°A,9,2026-05-15,P
9°A,9,2026-05-18,P
9°A,9,2026-05-19,P
9°A,9,2026-05-20,P
9°A,9,2026-05-21,F
9°A,9,2026-05-22,F
9°A,9,2026-05-25,P
9°A,9,2026-05-26,P
9°A,9,2026-05-27,P
9°A,9,2026-05-28,P
9°A,9,2026-05-29,P
9°A,9,2026-06-01,P
9°A,9,2026-06-02,P
9°A,9,2026-06-03,F
9°A,9,2026-06-08,P
9°A,9,2026-06-09,P
9°A,9,2026-06-10,P
9°A,9,2026-06-11,F
9°A,9,2026-06-12,P
9°A,9,2026-06-15,F
9°A,9,2026-06-16,P
9°A,9,2026-06-17,P
9°A,9,2026-06-18,P
9°A,9,2026-06-19,F
9°A,9,2026-06-22,P
9°A,9,2026-06-23,P
9°A,9,2026-06-24,F
9°A,9,2026-06-25,P
9°A,9,2026-06-26,P
9°A,9,2026-06-29,F
9°A,9,2026-06-30,F
9°A,9,2026-07-01,F
9°A,9,2026-07-02,P
9°A,9,2026-07-03,P
9°A,9,2026-07-28,P
9°A,9,2026-07-29,P
9°A,9,2026-07-30,P
9°A,9,2026-07-31,F
9°A,9,2026-08-03,P
9°A,9,2026-08-04,P
9°A,9,2026-08-05,P
9°A,9,2026-08-06,F
9°A,9,2026-08-07,F
9°A,9,2026-08-10,P
9°A,9,2026-08-11,F
9°A,9,2026-08-12,P
9°A,9,2026-08-13,P
9°A,9,2026-08-14,P
9°A,9,2026-08-17,P
9°A,9,2026-08-18,P
9°A,9,2026-08-19,F
9°A,9,2026-08-20,P
9°A,9,2026-08-21,P
9°A,9,2026-08-22,P
9°A,9,2026-08-24,P
9°A,9,2026-08-25,F
9°A,9,2026-08-26,F
9°A,9,2026-08-27,P
9°A,9,2026-08-28,P
9°A,9,2026-08-31,P
9°A,9,2026-08-01,P
9°A,10,2026-05-04,F
9°A,10,2026-05-05,F
9°A,10,2026-05-06,P
9°A,10,2026-05-07,F
9°A,10,2026-05-08,F
9°A,10,2026-05-11,F
9°A,10,2026-05-12,P
9°A,10,2026-05-13,P
9°A,10,2026-05-14,P
9°A,10,2026-05-15,P
9°A,10,2026-05-18,F
9°A,10,2026-05-19,P
9°A,10,2026-05-20,F
9°A,10,2026-05-21,F
9°A,10,2026-05-22,P
9°A,10,2026-05-25,F
9°A,10,2026-05-26,F
9°A,10,2026-05-27,P
9°A,10,2026-05-28,F
9°A,10,2026-05-29,F
9°A,10,2026-06-01,F
9°A,10,2026-06-02,P
9°A,10,2026-06-03,F
9°A,10,2026-06-08,P
9°A,10,2026-06-09,F
9°A,10,2026-06-10,F
9°A,10,2026-06-11,P
9°A,10,2026-06-12,F
9°A,10,2026-06-15,P
9°A,10,2026-06-16,F
9°A,10,2026-06-17,P
9°A,10,2026-06-18,P
9°A,10,2026-06-19,P
9°A,10,2026-06-22,P
9°A,10,2026-06-23,P
9°A,10,2026-06-24,F
9°A,10,2026-06-25,P
9°A,10,2026-06-26,F
9°A,10,2026-06-29,F
9°A,10,2026-06-30,F
9°A,10,2026-07-01,P
9°A,10,2026-07-02,P
9°A,10,2026-07-03,P
9°A,10,2026-07-28,F
9°A,10,2026-07-29,P
9°A,10,2026-07-30,F
9°A,10,2026-07-31,F
9°A,10,2026-08-03,F
9°A,10,2026-08-04,F
9°A,10,2026-08-05,P
9°A,10,2026-08-06,F
9°A,10,2026-08-07,F
9°A,10,2026-08-10,P
9°A,10,2026-08-11,F
9°A,10,2026-08-12,P
9°A,10,2026-08-13,P
9°A,10,2026-08-14,F
9°A,10,2026-08-17,F
9°A,10,2026-08-18,P
9°A,10,2026-08-19,P
9°A,10,2026-08-20,P
9°A,10,2026-08-21,F
9°A,10,2026-08-22,P
9°A,10,2026-08-24,P
9°A,10,2026-08-25,P
9°A,10,2026-08-26,F
9°A,10,2026-08-27,P
9°A,10,2026-08-28,F
9°A,10,2026-08-31,F
9°A,10,2026-08-01,F
9°A,11,2026-05-04,F
9°A,11,2026-05-05,P
9°A,11,2026-05-06,P
9°A,11,2026-05-07,F
9°A,11,2026-05-08,P
9°A,11,2026-05-11,P
9°A,11,2026-05-12,P
9°A,11,2026-05-13,P
9°A,11,2026-05-14,P
9°A,11,2026-05-15,F
9°A,11,2026-05-18,F
9°A,11,2026-05-19,P
9°A,11,2026-05-20,P
9°A,11,2026-05-21,F
9°A,11,2026-05-22,P
9°A,11,2026-05-25,P
9°A,11,2026-05-26,P
9°A,11,2026-05-27,P
9°A,11,2026-05-28,F
9°A,11,2026-05-29,P
9°A,11,2026-06-01,F
9°A,11,2026-06-02,P
9°A,11,2026-06-03,P
9°A,11,2026-06-08,P
9°A,11,2026-06-09,P
9°A,11,2026-06-10,P
9°A,11,2026-06-11,P
9°A,11,2026-06-12,P
9°A,11,2026-06-15,P
9°A,11,2026-06-16,F
9°A,11,2026-06-17,P
9°A,11,2026-06-18,P
9°A,11,2026-06-19,P
9°A,11,2026-06-22,F
9°A,11,2026-06-23,P
9°A,11,2026-06-24,P
9°A,11,2026-06-25,P
9°A,11,2026-06-26,F
9°A,11,2026-06-29,P
9°A,11,2026-06-30,P
9°A,11,2026-07-01,P
9°A,11,2026-07-02,P
9°A,11,2026-07-03,P
9°A,11,2026-07-28,F
9°A,11,2026-07-29,P
9°A,11,2026-07-30,P
9°A,11,2026-07-31,P
9°A,11,2026-08-03,F
9°A,11,2026-08-04,F
9°A,11,2026-08-05,F
9°A,11,2026-08-06,F
9°A,11,2026-08-07,F
9°A,11,2026-08-10,F
9°A,11,2026-08-11,F
9°A,11,2026-08-12,F
9°A,11,2026-08-13,F
9°A,11,2026-08-14,F
9°A,11,2026-08-17,P
9°A,11,2026-08-18,F
9°A,11,2026-08-19,F
9°A,11,2026-08-20,F
9°A,11,2026-08-21,F
9°A,11,2026-08-22,F
9°A,11,2026-08-24,P
9°A,11,2026-08-25,P
9°A,11,2026-08-26,P
9°A,11,2026-08-27,P
9°A,11,2026-08-28,P
9°A,11,2026-08-31,P
9°A,11,2026-08-01,P
9°A,12,2026-05-04,-
9°A,12,2026-05-05,-
9°A,12,2026-05-06,-
9°A,12,2026-05-07,-
9°A,12,2026-05-08,-
9°A,12,2026-05-11,-
9°A,12,2026-05-12,-
9°A,12,2026-05-13,-
9°A,12,2026-05-14,-
9°A,12,2026-05-15,-
9°A,12,2026-05-18,-
9°A,12,2026-05-19,-
9°A,12,2026-05-20,-
9°A,12,2026-05-21,-
9°A,12,2026-05-22,-
9°A,12,2026-05-25,-
9°A,12,2026-05-26,-
9°A,12,2026-05-27,-
9°A,12,2026-05-28,-
9°A,12,2026-05-29,-
9°A,12,2026-06-01,-
9°A,12,2026-06-02,-
9°A,12,2026-06-03,-
9°A,12,2026-06-08,-
9°A,12,2026-06-09,-
9°A,12,2026-06-10,-
9°A,12,2026-06-11,-
9°A,12,2026-06-12,-
9°A,12,2026-06-15,-
9°A,12,2026-06-16,-
9°A,12,2026-06-17,-
9°A,12,2026-06-18,-
9°A,12,2026-06-19,-
9°A,12,2026-06-22,-
9°A,12,2026-06-23,-
9°A,12,2026-06-24,-
9°A,12,2026-06-25,-
9°A,12,2026-06-26,-
9°A,12,2026-06-29,-
9°A,12,2026-06-30,-
9°A,12,2026-07-01,-
9°A,12,2026-07-02,-
9°A,12,2026-07-03,-
9°A,12,2026-07-28,-
9°A,12,2026-07-29,-
9°A,12,2026-07-30,-
9°A,12,2026-07-31,-
9°A,12,2026-08-03,-
9°A,12,2026-08-04,-
9°A,12,2026-08-05,-
9°A,12,2026-08-06,-
9°A,12,2026-08-07,-
9°A,12,2026-08-10,-
9°A,12,2026-08-11,-
9°A,12,2026-08-12,-
9°A,12,2026-08-13,-
9°A,12,2026-08-14,-
9°A,12,2026-08-17,-
9°A,12,2026-08-18,-
9°A,12,2026-08-19,-
9°A,12,2026-08-20,-
9°A,12,2026-08-21,-
9°A,12,2026-08-22,-
9°A,12,2026-08-24,-
9°A,12,2026-08-25,-
9°A,12,2026-08-26,-
9°A,12,2026-08-27,-
9°A,12,2026-08-28,-
9°A,12,2026-08-31,-
9°A,13,2026-05-04,P
9°A,13,2026-05-05,F
9°A,13,2026-05-06,P
9°A,13,2026-05-07,P
9°A,13,2026-05-08,P
9°A,13,2026-05-11,P
9°A,13,2026-05-12,P
9°A,13,2026-05-13,P
9°A,13,2026-05-14,P
9°A,13,2026-05-15,P
9°A,13,2026-05-18,P
9°A,13,2026-05-19,F
9°A,13,2026-05-20,P
9°A,13,2026-05-21,P
9°A,13,2026-05-22,F
9°A,13,2026-05-25,F
9°A,13,2026-05-26,P
9°A,13,2026-05-27,P
9°A,13,2026-05-28,P
9°A,13,2026-05-29,P
9°A,13,2026-06-01,P
9°A,13,2026-06-02,P
9°A,13,2026-06-03,P
9°A,13,2026-06-08,P
9°A,13,2026-06-09,P
9°A,13,2026-06-10,P
9°A,13,2026-06-11,P
9°A,13,2026-06-12,P
9°A,13,2026-06-15,P
9°A,13,2026-06-16,F
9°A,13,2026-06-17,P
9°A,13,2026-06-18,P
9°A,13,2026-06-19,P
9°A,13,2026-06-22,P
9°A,13,2026-06-23,P
9°A,13,2026-06-24,F
9°A,13,2026-06-25,P
9°A,13,2026-06-26,F
9°A,13,2026-06-29,P
9°A,13,2026-06-30,P
9°A,13,2026-07-01,P
9°A,13,2026-07-02,P
9°A,13,2026-07-03,P
9°A,13,2026-07-28,F
9°A,13,2026-07-29,P
9°A,13,2026-07-30,F
9°A,13,2026-07-31,P
9°A,13,2026-08-03,P
9°A,13,2026-08-04,P
9°A,13,2026-08-05,P
9°A,13,2026-08-06,P
9°A,13,2026-08-07,F
9°A,13,2026-08-10,P
9°A,13,2026-08-11,F
9°A,13,2026-08-12,P
9°A,13,2026-08-13,P
9°A,13,2026-08-14,P
9°A,13,2026-08-17,P
9°A,13,2026-08-18,P
9°A,13,2026-08-19,P
9°A,13,2026-08-20,P
9°A,13,2026-08-21,P
9°A,13,2026-08-22,P
9°A,13,2026-08-24,P
9°A,13,2026-08-25,F
9°A,13,2026-08-26,F
9°A,13,2026-08-27,P
9°A,13,2026-08-28,F
9°A,13,2026-08-31,P
9°A,13,2026-08-01,P
9°A,14,2026-05-04,P
9°A,14,2026-05-05,P
9°A,14,2026-05-06,P
9°A,14,2026-05-07,P
9°A,14,2026-05-08,P
9°A,14,2026-05-11,P
9°A,14,2026-05-12,P
9°A,14,2026-05-13,P
9°A,14,2026-05-14,P
9°A,14,2026-05-15,P
9°A,14,2026-05-18,P
9°A,14,2026-05-19,P
9°A,14,2026-05-20,P
9°A,14,2026-05-21,P
9°A,14,2026-05-22,P
9°A,14,2026-05-25,P
9°A,14,2026-05-26,P
9°A,14,2026-05-27,P
9°A,14,2026-05-28,P
9°A,14,2026-05-29,P
9°A,14,2026-06-01,P
9°A,14,2026-06-02,P
9°A,14,2026-06-03,P
9°A,14,2026-06-08,P
9°A,14,2026-06-09,P
9°A,14,2026-06-10,P
9°A,14,2026-06-11,P
9°A,14,2026-06-12,P
9°A,14,2026-06-15,P
9°A,14,2026-06-16,P
9°A,14,2026-06-17,P
9°A,14,2026-06-18,P
9°A,14,2026-06-19,P
9°A,14,2026-06-22,P
9°A,14,2026-06-23,P
9°A,14,2026-06-24,P
9°A,14,2026-06-25,P
9°A,14,2026-06-26,P
9°A,14,2026-06-29,P
9°A,14,2026-06-30,P
9°A,14,2026-07-01,P
9°A,14,2026-07-02,P
9°A,14,2026-07-03,P
9°A,14,2026-07-28,P
9°A,14,2026-07-29,P
9°A,14,2026-07-30,P
9°A,14,2026-07-31,P
9°A,14,2026-08-03,P
9°A,14,2026-08-04,P
9°A,14,2026-08-05,P
9°A,14,2026-08-06,P
9°A,14,2026-08-07,F
9°A,14,2026-08-10,P
9°A,14,2026-08-11,P
9°A,14,2026-08-12,P
9°A,14,2026-08-13,P
9°A,14,2026-08-14,P
9°A,14,2026-08-17,P
9°A,14,2026-08-18,P
9°A,14,2026-08-19,P
9°A,14,2026-08-20,P
9°A,14,2026-08-21,P
9°A,14,2026-08-22,P
9°A,14,2026-08-24,P
9°A,14,2026-08-25,P
9°A,14,2026-08-26,P
9°A,14,2026-08-27,P
9°A,14,2026-08-28,P
9°A,14,2026-08-31,F
9°A,14,2026-08-01,P
9°A,15,2026-05-04,F
9°A,15,2026-05-05,F
9°A,15,2026-05-06,P
9°A,15,2026-05-07,F
9°A,15,2026-05-08,P
9°A,15,2026-05-11,P
9°A,15,2026-05-12,P
9°A,15,2026-05-13,P
9°A,15,2026-05-14,P
9°A,15,2026-05-15,F
9°A,15,2026-05-18,P
9°A,15,2026-05-19,P
9°A,15,2026-05-20,P
9°A,15,2026-05-21,F
9°A,15,2026-05-22,P
9°A,15,2026-05-25,P
9°A,15,2026-05-26,P
9°A,15,2026-05-27,P
9°A,15,2026-05-28,P
9°A,15,2026-05-29,P
9°A,15,2026-06-01,P
9°A,15,2026-06-02,P
9°A,15,2026-06-03,F
9°A,15,2026-06-08,P
9°A,15,2026-06-09,P
9°A,15,2026-06-10,P
9°A,15,2026-06-11,P
9°A,15,2026-06-12,P
9°A,15,2026-06-15,F
9°A,15,2026-06-16,P
9°A,15,2026-06-17,P
9°A,15,2026-06-18,P
9°A,15,2026-06-19,F
9°A,15,2026-06-22,P
9°A,15,2026-06-23,P
9°A,15,2026-06-24,F
9°A,15,2026-06-25,P
9°A,15,2026-06-26,P
9°A,15,2026-06-29,F
9°A,15,2026-06-30,F
9°A,15,2026-07-01,P
9°A,15,2026-07-02,P
9°A,15,2026-07-03,P
9°A,15,2026-07-28,P
9°A,15,2026-07-29,P
9°A,15,2026-07-30,P
9°A,15,2026-07-31,F
9°A,15,2026-08-03,P
9°A,15,2026-08-04,P
9°A,15,2026-08-05,F
9°A,15,2026-08-06,P
9°A,15,2026-08-07,F
9°A,15,2026-08-10,P
9°A,15,2026-08-11,P
9°A,15,2026-08-12,P
9°A,15,2026-08-13,P
9°A,15,2026-08-14,F
9°A,15,2026-08-17,P
9°A,15,2026-08-18,F
9°A,15,2026-08-19,P
9°A,15,2026-08-20,P
9°A,15,2026-08-21,F
9°A,15,2026-08-22,P
9°A,15,2026-08-24,P
9°A,15,2026-08-25,P
9°A,15,2026-08-26,P
9°A,15,2026-08-27,P
9°A,15,2026-08-28,P
9°A,15,2026-08-31,P
9°A,15,2026-08-01,P
9°A,16,2026-05-04,F
9°A,16,2026-05-05,P
9°A,16,2026-05-06,P
9°A,16,2026-05-07,F
9°A,16,2026-05-08,F
9°A,16,2026-05-11,F
9°A,16,2026-05-12,P
9°A,16,2026-05-13,P
9°A,16,2026-05-14,P
9°A,16,2026-05-15,P
9°A,16,2026-05-18,P
9°A,16,2026-05-19,P
9°A,16,2026-05-20,P
9°A,16,2026-05-21,P
9°A,16,2026-05-22,P
9°A,16,2026-05-25,F
9°A,16,2026-05-26,P
9°A,16,2026-05-27,P
9°A,16,2026-05-28,P
9°A,16,2026-05-29,P
9°A,16,2026-06-01,P
9°A,16,2026-06-02,P
9°A,16,2026-06-03,P
9°A,16,2026-06-08,P
9°A,16,2026-06-09,P
9°A,16,2026-06-10,P
9°A,16,2026-06-11,F
9°A,16,2026-06-12,P
9°A,16,2026-06-15,P
9°A,16,2026-06-16,P
9°A,16,2026-06-17,P
9°A,16,2026-06-18,P
9°A,16,2026-06-19,P
9°A,16,2026-06-22,P
9°A,16,2026-06-23,P
9°A,16,2026-06-24,P
9°A,16,2026-06-25,P
9°A,16,2026-06-26,P
9°A,16,2026-06-29,P
9°A,16,2026-06-30,P
9°A,16,2026-07-01,P
9°A,16,2026-07-02,P
9°A,16,2026-07-03,P
9°A,16,2026-07-28,F
9°A,16,2026-07-29,P
9°A,16,2026-07-30,P
9°A,16,2026-07-31,P
9°A,16,2026-08-03,F
9°A,16,2026-08-04,P
9°A,16,2026-08-05,P
9°A,16,2026-08-06,F
9°A,16,2026-08-07,F
9°A,16,2026-08-10,P
9°A,16,2026-08-11,P
9°A,16,2026-08-12,P
9°A,16,2026-08-13,F
9°A,16,2026-08-14,P
9°A,16,2026-08-17,P
9°A,16,2026-08-18,F
9°A,16,2026-08-19,P
9°A,16,2026-08-20,P
