turma,aluno_numero,mes,aulas_previstas,presencas,faltas,frequencia_pct,tem_dados_no_mes,risco_abaixo_75pct,origem,serie
8°E,20,MAIO,20,13,7,65.0,True,True,real,8º ano
8°E,20,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°E,20,JULHO,7,6,1,85.7,True,False,real,8º ano
8°E,20,AGOSTO,22,15,7,68.2,True,True,real,8º ano
8°E,22,MAIO,20,17,3,85.0,True,False,real,8º ano
8°E,22,JUNHO,20,15,5,75.0,True,False,real,8º ano
8°E,22,JULHO,7,7,0,100.0,True,False,real,8º ano
8°E,22,AGOSTO,22,13,9,59.1,True,True,real,8º ano
8°E,23,MAIO,20,18,2,90.0,True,False,real,8º ano
8°E,23,JUNHO,20,13,7,65.0,True,True,real,8º ano
8°E,23,JULHO,7,4,3,57.1,True,True,real,8º ano
8°E,23,AGOSTO,22,19,3,86.4,True,False,real,8º ano
8°E,24,MAIO,20,18,2,90.0,True,False,real,8º ano
8°E,24,JUNHO,20,16,4,80.0,True,False,real,8º ano
8°E,24,JULHO,7,4,3,57.1,True,True,real,8º ano
8°E,24,AGOSTO,22,19,3,86.4,True,False,real,8º ano
8°E,25,MAIO,20,16,4,80.0,True,False,real,8º ano
8°E,25,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°E,25,JULHO,7,5,2,71.4,True,True,real,8º ano
8°E,25,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°E,26,MAIO,20,18,2,90.0,True,False,real,8º ano
8°E,26,JUNHO,20,17,3,85.0,True,False,real,8º ano
8°E,26,JULHO,7,4,3,57.1,True,True,real,8º ano
8°E,26,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°E,27,MAIO,20,17,3,85.0,True,False,real,8º ano
8°E,27,JUNHO,20,19,1,95.0,True,False,real,8º ano
8°E,27,JULHO,7,6,1,85.7,True,False,real,8º ano
8°E,27,AGOSTO,22,17,5,77.3,True,False,real,8º ano
8°E,28,MAIO,20,6,14,30.0,True,True,real,8º ano
8°E,28,JUNHO,18,0,18,0.0,True,True,real,8º ano
8°E,29,MAIO,20,19,1,95.0,True,False,real,8º ano
8°E,29,JUNHO,20,12,8,60.0,True,True,real,8º ano
8°E,29,JULHO,7,7,0,100.0,True,False,real,8º ano
8°E,29,AGOSTO,22,16,6,72.7,True,True,real,8º ano
8°E,30,MAIO,20,11,9,55.0,True,True,real,8º ano
8°E,30,JUNHO,20,12,8,60.0,True,True,real,8º ano
8°E,30,JULHO,7,6,1,85.7,True,False,real,8º ano
8°E,30,AGOSTO,22,18,4,81.8,True,False,real,8º ano
8°E,31,JUNHO,12,7,5,58.3,True,True,real,8º ano
8°E,31,JULHO,7,4,3,57.1,True,True,real,8º ano
8°E,31,AGOSTO,22,17,5,77.3,True,False,real,8º ano
9°A,2,MAIO,20,16,4,80.0,True,False,real,9º ano
9°A,2,JUNHO,20,13,7,65.0,True,True,real,9º ano
9°A,2,JULHO,7,5,2,71.4,True,True,real,9º ano
9°A,2,AGOSTO,23,18,5,78.3,True,False,real,9º ano
9°A,3,MAIO,20,17,3,85.0,True,False,real,9º ano
9°A,3,JUNHO,20,17,3,85.0,True,False,real,9º ano
9°A,3,JULHO,7,7,0,100.0,True,False,real,9º ano
9°A,3,AGOSTO,23,19,4,82.6,True,False,real,9º ano
9°A,4,MAIO,20,16,4,80.0,True,False,real,9º ano
9°A,4,JUNHO,20,18,2,90.0,True,False,real,9º ano
9°A,4,JULHO,7,6,1,85.7,True,False,real,9º ano
9°A,4,AGOSTO,23,17,6,73.9,True,True,real,9º ano
9°A,5,MAIO,20,18,2,90.0,True,False,real,9º ano
9°A,5,JUNHO,20,15,5,75.0,True,False,real,9º ano
9°A,5,JULHO,7,6,1,85.7,True,False,real,9º ano
9°A,5,AGOSTO,23,17,6,73.9,True,True,real,9º ano
9°A,6,MAIO,20,12,8,60.0,True,True,real,9º ano
9°A,6,JUNHO,20,10,10,50.0,True,True,real,9º ano
9°A,6,JULHO,7,5,2,71.4,True,True,real,9º ano
9°A,6,AGOSTO,23,16,7,69.6,True,True,real,9º ano
9°A,7,MAIO,20,17,3,85.0,True,False,real,9º ano
9°A,7,JUNHO,20,20,0,100.0,True,False,real,9º ano
9°A,7,JULHO,7,7,0,100.0,True,False,real,9º ano
9°A,7,AGOSTO,23,20,3,87.0,True,False,real,9º ano
9°A,8,MAIO,20,9,11,45.0,True,True,real,9º ano
9°A,8,JUNHO,20,6,14,30.0,True,True,real,9º ano
9°A,8,JULHO,7,2,5,28.6,True,True,real,9º ano
9°A,8,AGOSTO,23,4,19,17.4,True,True,real,9º ano
9°A,9,MAIO,20,16,4,80.0,True,False,real,9º ano
9°A,9,JUNHO,20,13,7,65.0,True,True,real,9º ano
9°A,9,JULHO,7,5,2,71.4,True,True,real,9º ano
9°A,9,AGOSTO,23,17,6,73.9,True,True,real,9º ano
9°A,10,MAIO,20,8,12,40.0,True,True,real,9º ano
9°A,10,JUNHO,20,10,10,50.0,True,True,real,9º ano
9°A,10,JULHO,7,4,3,57.1,True,True,real,9º ano
9°A,10,AGOSTO,23,11,12,47.8,True,True,real,9º ano
9°A,11,MAIO,20,14,6,70.0,True,True,real,9º ano
9°A,11,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°A,11,JULHO,7,6,1,85.7,True,False,real,9º ano
9°A,11,AGOSTO,23,8,15,34.8,True,True,real,9º ano
9°A,13,MAIO,20,16,4,80.0,True,False,real,9º ano
9°A,13,JUNHO,20,17,3,85.0,True,False,real,9º ano
9°A,13,JULHO,7,5,2,71.4,True,True,real,9º ano
9°A,13,AGOSTO,23,18,5,78.3,True,False,real,9º ano
9°A,14,MAIO,20,20,0,100.0,True,False,real,9º ano
9°A,14,JUNHO,20,20,0,100.0,True,False,real,9º ano
9°A,14,JULHO,7,7,0,100.0,True,False,real,9º ano
9°A,14,AGOSTO,23,21,2,91.3,True,False,real,9º ano
9°A,15,MAIO,20,15,5,75.0,True,False,real,9º ano
9°A,15,JUNHO,20,14,6,70.0,True,True,real,9º ano
9°A,15,JULHO,7,6,1,85.7,True,False,real,9º ano
9°A,15,AGOSTO,23,18,5,78.3,True,False,real,9º ano
9°A,16,MAIO,20,15,5,75.0,True,False,real,9º ano
9°A,16,JUNHO,20,19,1,95.0,True,False,real,9º ano
9°A,16,JULHO,7,6,1,85.7,True,False,real,9º ano
9°A,16,AGOSTO,23,16,7,69.6,True,True,real,9º ano
9°A,17,MAIO,20,17,3,85.0,True,False,real,9º ano
9°A,17,JUNHO,20,19,1,95.0,True,False,real,9º ano
9°A,17,JULHO,7,6,1,85.7,True,False,real,9º ano
9°A,17,AGOSTO,23,17,6,73.9,True,True,real,9º ano
9°A,18,MAIO,20,19,1,95.0,True,False,real,9º ano
9°A,18,JUNHO,20,18,2,90.0,True,False,real,9º ano
9°A,18,JULHO,7,7,0,100.0,True,False,real,9º ano
9°A,18,AGOSTO,23,19,4,82.6,True,False,real,9º ano
9°A,19,MAIO,20,17,3,85.0,True,False,real,9º ano
9°A,19,JUNHO,20,10,10,50.0,True,True,real,9º ano
9°A,19,JULHO,7,6,1,85.7,True,False,real,9º ano
9°A,19,AGOSTO,23,18,5,78.3,True,False,real,9º ano
9°A,20,MAIO,20,12,8,60.0,True,True,real,9º ano
9°A,20,JUNHO,20,20,0,100.0,True,False,real,9º ano
9°A,20,JULHO,7,7,0,100.0,True,False,real,9º ano
9°A,20,AGOSTO,23,20,3,87.0,True,False,real,9º ano
9°A,21,MAIO,20,14,6,70.0,True,True,real,9º ano
9°A,21,JUNHO,20,12,8,60.0,True,True,real,9º ano
9°A,21,JULHO,7,4,3,57.1,True,True,real,9º ano
9°A,21,AGOSTO,23,15,8,65.2,True,True,real,9º ano
9°A,22,MAIO,20,12,8,60.0,True,True,real,9º ano
9°A,22,JUNHO,20,11,9,55.0,True,True,real,9º ano
9°A,22,JULHO,7,4,3,57.1,True,True,real,9º ano
9°A,22,AGOSTO,23,9,14,39.1,True,True,real,9º ano
9°A,23,MAIO,20,18,2,90.0,True,False,real,9º ano
9°A,23,JUNHO,20,18,2,90.0,True,False,real,9º ano
9°A,23,JULHO,7,7,0,100.0,True,False,real,9º ano
9°A,23,AGOSTO,23,21,2,91.3,True,False,real,9º ano
9°A,24,MAIO,20,19,1,95.0,True,False,real,9º ano
9°A,24,JUNHO,20,17,3,85.0,True,False,real,9º ano
9°A,24,JULHO,7,7,0,100.0,True,False,real,9º ano
9°A,24,AGOSTO,23,20,3,87.0,True,False,real,9º ano
9°A,25,MAIO,20,15,5,75.0,True,False,real,9º ano
9°A,25,JUNHO,20,13,7,65.0,True,True,real,9º ano
9°A,25,JULHO,7,4,3,57.1,True,True,real,9º ano
9°A,25,AGOSTO,23,19,4,82.6,True,False,real,9º ano
9°A,26,MAIO,20,15,5,75.0,True,False,real,9º ano
9°A,26,JUNHO,20,15,5,75.0,True,False,real,9º ano
9°A,26,JULHO,7,5,2,71.4,True,True,real,9º ano
9°A,26,AGOSTO,23,18,5,78.3,True,False,real,9º ano
9°A,27,MAIO,20,16,4,80.0,True,False,real,9º ano
9°A,27,JUNHO,20,14,6,70.0,True,True,real,9º ano
9°A,27,JULHO,7,7,0,100.0,True,False,real,9º ano
9°A,27,AGOSTO,23,16,7,69.6,True,True,real,9º ano
9°A,28,MAIO,20,17,3,85.0,True,False,real,9º ano
9°A,28,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°A,28,JULHO,7,3,4,42.9,True,True,real,9º ano
9°A,28,AGOSTO,23,17,6,73.9,True,True,real,9º ano
9°A,29,MAIO,20,18,2,90.0,True,False,real,9º ano
9°A,29,JUNHO,20,20,0,100.0,True,False,real,9º ano
9°A,29,JULHO,7,7,0,100.0,True,False,real,9º ano
9°A,29,AGOSTO,23,19,4,82.6,True,False,real,9º ano
9°A,30,MAIO,20,14,6,70.0,True,True,real,9º ano
9°A,30,JUNHO,20,15,5,75.0,True,False,real,9º ano
9°A,30,JULHO,7,6,1,85.7,True,False,real,9º ano
9°A,30,AGOSTO,23,19,4,82.6,True,False,real,9º ano
9°A,31,JULHO,4,4,0,100.0,True,False,real,9º ano
9°A,31,AGOSTO,23,21,2,91.3,True,False,real,9º ano
9°B,2,MAIO,20,17,3,85.0,True,False,real,9º ano
9°B,2,JUNHO,20,18,2,90.0,True,False,real,9º ano
9°B,2,JULHO,7,3,4,42.9,True,True,real,9º ano
9°B,2,AGOSTO,23,20,3,87.0,True,False,real,9º ano
9°B,3,MAIO,20,19,1,95.0,True,False,real,9º ano
9°B,3,JUNHO,20,17,3,85.0,True,False,real,9º ano
9°B,3,JULHO,7,1,6,14.3,True,True,real,9º ano
9°B,3,AGOSTO,23,22,1,95.7,True,False,real,9º ano
9°B,4,MAIO,20,19,1,95.0,True,False,real,9º ano
9°B,4,JUNHO,20,18,2,90.0,True,False,real,9º ano
9°B,4,JULHO,7,5,2,71.4,True,True,real,9º ano
9°B,4,AGOSTO,23,21,2,91.3,True,False,real,9º ano
9°B,5,MAIO,20,18,2,90.0,True,False,real,9º ano
9°B,5,JUNHO,20,14,6,70.0,True,True,real,9º ano
9°B,5,JULHO,7,4,3,57.1,True,True,real,9º ano
9°B,5,AGOSTO,23,18,5,78.3,True,False,real,9º ano
9°B,7,MAIO,20,18,2,90.0,True,False,real,9º ano
9°B,7,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°B,7,JULHO,7,4,3,57.1,True,True,real,9º ano
9°B,7,AGOSTO,23,16,7,69.6,True,True,real,9º ano
9°B,8,MAIO,20,17,3,85.0,True,False,real,9º ano
9°B,8,JUNHO,20,17,3,85.0,True,False,real,9º ano
9°B,8,JULHO,7,3,4,42.9,True,True,real,9º ano
9°B,8,AGOSTO,23,19,4,82.6,True,False,real,9º ano
9°B,9,MAIO,20,15,5,75.0,True,False,real,9º ano
9°B,9,JUNHO,20,15,5,75.0,True,False,real,9º ano
9°B,9,JULHO,7,5,2,71.4,True,True,real,9º ano
9°B,9,AGOSTO,23,19,4,82.6,True,False,real,9º ano
9°B,10,MAIO,20,19,1,95.0,True,False,real,9º ano
9°B,10,JUNHO,20,18,2,90.0,True,False,real,9º ano
9°B,10,JULHO,7,6,1,85.7,True,False,real,9º ano
9°B,10,AGOSTO,23,20,3,87.0,True,False,real,9º ano
9°B,11,MAIO,20,20,0,100.0,True,False,real,9º ano
9°B,11,JUNHO,20,19,1,95.0,True,False,real,9º ano
9°B,11,JULHO,7,1,6,14.3,True,True,real,9º ano
9°B,11,AGOSTO,23,18,5,78.3,True,False,real,9º ano
9°B,12,MAIO,20,20,0,100.0,True,False,real,9º ano
9°B,12,JUNHO,20,20,0,100.0,True,False,real,9º ano
9°B,12,JULHO,7,5,2,71.4,True,True,real,9º ano
9°B,12,AGOSTO,23,20,3,87.0,True,False,real,9º ano
9°B,13,MAIO,20,19,1,95.0,True,False,real,9º ano
9°B,13,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°B,13,JULHO,7,4,3,57.1,True,True,real,9º ano
9°B,13,AGOSTO,23,19,4,82.6,True,False,real,9º ano
9°B,14,MAIO,20,16,4,80.0,True,False,real,9º ano
9°B,14,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°B,14,JULHO,7,1,6,14.3,True,True,real,9º ano
9°B,14,AGOSTO,23,13,10,56.5,True,True,real,9º ano
9°B,15,MAIO,20,17,3,85.0,True,False,real,9º ano
9°B,15,JUNHO,20,14,6,70.0,True,True,real,9º ano
9°B,15,JULHO,7,4,3,57.1,True,True,real,9º ano
9°B,15,AGOSTO,23,20,3,87.0,True,False,real,9º ano
9°B,16,MAIO,20,19,1,95.0,True,False,real,9º ano
9°B,16,JUNHO,20,14,6,70.0,True,True,real,9º ano
9°B,16,JULHO,7,4,3,57.1,True,True,real,9º ano
9°B,16,AGOSTO,23,21,2,91.3,True,False,real,9º ano
9°B,17,MAIO,20,18,2,90.0,True,False,real,9º ano
9°B,17,JUNHO,20,15,5,75.0,True,False,real,9º ano
9°B,17,JULHO,7,1,6,14.3,True,True,real,9º ano
9°B,17,AGOSTO,23,18,5,78.3,True,False,real,9º ano
9°B,18,MAIO,20,17,3,85.0,True,False,real,9º ano
9°B,18,JUNHO,20,18,2,90.0,True,False,real,9º ano
9°B,18,JULHO,7,3,4,42.9,True,True,real,9º ano
9°B,18,AGOSTO,23,20,3,87.0,True,False,real,9º ano
9°B,19,MAIO,20,11,9,55.0,True,True,real,9º ano
9°B,19,JUNHO,20,8,12,40.0,True,True,real,9º ano
9°B,19,JULHO,7,2,5,28.6,True,True,real,9º ano
9°B,19,AGOSTO,23,14,9,60.9,True,True,real,9º ano
9°B,20,MAIO,20,11,9,55.0,True,True,real,9º ano
9°B,20,JUNHO,20,15,5,75.0,True,False,real,9º ano
9°B,20,JULHO,7,4,3,57.1,True,True,real,9º ano
9°B,20,AGOSTO,23,16,7,69.6,True,True,real,9º ano
9°B,21,MAIO,20,18,2,90.0,True,False,real,9º ano
9°B,21,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°B,21,JULHO,7,6,1,85.7,True,False,real,9º ano
9°B,21,AGOSTO,23,18,5,78.3,True,False,real,9º ano
9°B,22,MAIO,20,13,7,65.0,True,True,real,9º ano
9°B,22,JUNHO,20,11,9,55.0,True,True,real,9º ano
9°B,22,JULHO,7,5,2,71.4,True,True,real,9º ano
9°B,22,AGOSTO,23,15,8,65.2,True,True,real,9º ano
9°B,23,MAIO,4,2,2,50.0,True,True,real,9º ano
9°B,24,MAIO,20,15,5,75.0,True,False,real,9º ano
9°B,24,JUNHO,20,12,8,60.0,True,True,real,9º ano
9°B,24,JULHO,7,6,1,85.7,True,False,real,9º ano
9°B,24,AGOSTO,23,14,9,60.9,True,True,real,9º ano
9°B,26,MAIO,20,19,1,95.0,True,False,real,9º ano
9°B,26,JUNHO,20,18,2,90.0,True,False,real,9º ano
9°B,26,JULHO,7,5,2,71.4,True,True,real,9º ano
9°B,26,AGOSTO,23,19,4,82.6,True,False,real,9º ano
9°B,27,MAIO,20,16,4,80.0,True,False,real,9º ano
9°B,27,JUNHO,20,12,8,60.0,True,True,real,9º ano
9°B,27,JULHO,7,4,3,57.1,True,True,real,9º ano
9°B,27,AGOSTO,23,15,8,65.2,True,True,real,9º ano
9°B,28,MAIO,20,19,1,95.0,True,False,real,9º ano
9°B,28,JUNHO,20,20,0,100.0,True,False,real,9º ano
9°B,28,JULHO,7,5,2,71.4,True,True,real,9º ano
9°B,28,AGOSTO,23,22,1,95.7,True,False,real,9º ano
9°B,30,MAIO,20,9,11,45.0,True,True,real,9º ano
9°B,30,JUNHO,20,9,11,45.0,True,True,real,9º ano
9°B,30,JULHO,7,3,4,42.9,True,True,real,9º ano
9°B,30,AGOSTO,23,12,11,52.2,True,True,real,9º ano
9°B,31,MAIO,5,5,0,100.0,True,False,real,9º ano
9°B,31,JUNHO,20,13,7,65.0,True,True,real,9º ano
9°B,31,JULHO,7,5,2,71.4,True,True,real,9º ano
9°B,31,AGOSTO,23,15,8,65.2,True,True,real,9º ano
9°B,32,JUNHO,6,5,1,83.3,True,False,real,9º ano
9°B,32,JULHO,7,5,2,71.4,True,True,real,9º ano
9°B,32,AGOSTO,23,16,7,69.6,True,True,real,9º ano
9°B,33,JULHO,4,4,0,100.0,True,False,real,9º ano
9°B,33,AGOSTO,23,19,4,82.6,True,False,real,9º ano
9°B,34,JULHO,4,4,0,100.0,True,False,real,9º ano
9°B,34,AGOSTO,23,16,7,69.6,True,True,real,9º ano
9°C,2,MAIO,20,16,4,80.0,True,False,real,9º ano
9°C,2,JUNHO,20,15,5,75.0,True,False,real,9º ano
9°C,2,JULHO,7,5,2,71.4,True,True,real,9º ano
9°C,2,AGOSTO,22,16,6,72.7,True,True,real,9º ano
9°C,3,MAIO,20,16,4,80.0,True,False,real,9º ano
9°C,3,JUNHO,20,15,5,75.0,True,False,real,9º ano
9°C,3,JULHO,7,7,0,100.0,True,False,real,9º ano
9°C,3,AGOSTO,22,15,7,68.2,True,True,real,9º ano
9°C,4,MAIO,20,18,2,90.0,True,False,real,9º ano
9°C,4,JUNHO,20,19,1,95.0,True,False,real,9º ano
9°C,4,JULHO,7,7,0,100.0,True,False,real,9º ano
9°C,4,AGOSTO,22,16,6,72.7,True,True,real,9º ano
9°C,5,MAIO,20,17,3,85.0,True,False,real,9º ano
9°C,5,JUNHO,20,18,2,90.0,True,False,real,9º ano
9°C,5,JULHO,7,6,1,85.7,True,False,real,9º ano
9°C,5,AGOSTO,22,21,1,95.5,True,False,real,9º ano
9°C,7,MAIO,20,19,1,95.0,True,False,real,9º ano
9°C,7,JUNHO,20,18,2,90.0,True,False,real,9º ano
9°C,7,JULHO,7,6,1,85.7,True,False,real,9º ano
9°C,7,AGOSTO,22,20,2,90.9,True,False,real,9º ano
9°C,8,MAIO,20,20,0,100.0,True,False,real,9º ano
9°C,8,JUNHO,20,20,0,100.0,True,False,real,9º ano
9°C,8,JULHO,7,5,2,71.4,True,True,real,9º ano
9°C,8,AGOSTO,22,19,3,86.4,True,False,real,9º ano
9°C,9,MAIO,17,13,4,76.5,True,False,real,9º ano
9°C,10,MAIO,20,14,6,70.0,True,True,real,9º ano
9°C,10,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°C,10,JULHO,7,5,2,71.4,True,True,real,9º ano
9°C,10,AGOSTO,22,13,9,59.1,True,True,real,9º ano
9°C,11,MAIO,20,15,5,75.0,True,False,real,9º ano
9°C,11,JUNHO,20,17,3,85.0,True,False,real,9º ano
9°C,11,JULHO,7,3,4,42.9,True,True,real,9º ano
9°C,11,AGOSTO,22,15,7,68.2,True,True,real,9º ano
9°C,12,MAIO,20,20,0,100.0,True,False,real,9º ano
9°C,12,JUNHO,20,19,1,95.0,True,False,real,9º ano
9°C,12,JULHO,7,6,1,85.7,True,False,real,9º ano
9°C,12,AGOSTO,22,21,1,95.5,True,False,real,9º ano
9°C,13,MAIO,20,17,3,85.0,True,False,real,9º ano
9°C,13,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°C,13,JULHO,7,7,0,100.0,True,False,real,9º ano
9°C,13,AGOSTO,22,17,5,77.3,True,False,real,9º ano
9°C,14,MAIO,20,15,5,75.0,True,False,real,9º ano
9°C,14,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°C,14,JULHO,7,5,2,71.4,True,True,real,9º ano
9°C,14,AGOSTO,22,16,6,72.7,True,True,real,9º ano
9°C,15,MAIO,20,19,1,95.0,True,False,real,9º ano
9°C,15,JUNHO,20,20,0,100.0,True,False,real,9º ano
9°C,15,JULHO,7,1,6,14.3,True,True,real,9º ano
9°C,15,AGOSTO,22,17,5,77.3,True,False,real,9º ano
9°C,16,MAIO,20,20,0,100.0,True,False,real,9º ano
9°C,16,JUNHO,20,20,0,100.0,True,False,real,9º ano
9°C,16,JULHO,7,7,0,100.0,True,False,real,9º ano
9°C,16,AGOSTO,22,20,2,90.9,True,False,real,9º ano
9°C,17,MAIO,20,19,1,95.0,True,False,real,9º ano
9°C,17,JUNHO,20,17,3,85.0,True,False,real,9º ano
9°C,17,JULHO,7,6,1,85.7,True,False,real,9º ano
9°C,17,AGOSTO,22,19,3,86.4,True,False,real,9º ano
9°C,18,MAIO,20,13,7,65.0,True,True,real,9º ano
9°C,18,JUNHO,20,14,6,70.0,True,True,real,9º ano
9°C,18,JULHO,7,5,2,71.4,True,True,real,9º ano
9°C,18,AGOSTO,22,16,6,72.7,True,True,real,9º ano
9°C,19,MAIO,20,19,1,95.0,True,False,real,9º ano
9°C,19,JUNHO,20,19,1,95.0,True,False,real,9º ano
9°C,19,JULHO,7,5,2,71.4,True,True,real,9º ano
9°C,19,AGOSTO,22,14,8,63.6,True,True,real,9º ano
9°C,20,MAIO,20,11,9,55.0,True,True,real,9º ano
9°C,20,JUNHO,20,10,10,50.0,True,True,real,9º ano
9°C,20,JULHO,7,6,1,85.7,True,False,real,9º ano
9°C,20,AGOSTO,22,15,7,68.2,True,True,real,9º ano
9°C,21,MAIO,20,17,3,85.0,True,False,real,9º ano
9°C,21,JUNHO,20,15,5,75.0,True,False,real,9º ano
9°C,21,JULHO,7,5,2,71.4,True,True,real,9º ano
9°C,21,AGOSTO,22,13,9,59.1,True,True,real,9º ano
9°C,22,MAIO,20,17,3,85.0,True,False,real,9º ano
9°C,22,JUNHO,20,17,3,85.0,True,False,real,9º ano
9°C,22,JULHO,7,3,4,42.9,True,True,real,9º ano
9°C,22,AGOSTO,22,13,9,59.1,True,True,real,9º ano
9°C,23,MAIO,20,18,2,90.0,True,False,real,9º ano
9°C,23,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°C,23,JULHO,7,6,1,85.7,True,False,real,9º ano
9°C,23,AGOSTO,22,19,3,86.4,True,False,real,9º ano
9°C,24,MAIO,20,16,4,80.0,True,False,real,9º ano
9°C,24,JUNHO,20,13,7,65.0,True,True,real,9º ano
9°C,24,JULHO,7,5,2,71.4,True,True,real,9º ano
9°C,24,AGOSTO,22,17,5,77.3,True,False,real,9º ano
9°C,25,MAIO,20,20,0,100.0,True,False,real,9º ano
9°C,25,JUNHO,20,20,0,100.0,True,False,real,9º ano
9°C,25,JULHO,7,7,0,100.0,True,False,real,9º ano
9°C,25,AGOSTO,22,21,1,95.5,True,False,real,9º ano
9°C,26,MAIO,20,19,1,95.0,True,False,real,9º ano
9°C,26,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°C,26,JULHO,7,5,2,71.4,True,True,real,9º ano
9°C,26,AGOSTO,22,15,7,68.2,True,True,real,9º ano
9°C,28,MAIO,20,17,3,85.0,True,False,real,9º ano
9°C,28,JUNHO,20,17,3,85.0,True,False,real,9º ano
9°C,28,JULHO,7,6,1,85.7,True,False,real,9º ano
9°C,28,AGOSTO,22,18,4,81.8,True,False,real,9º ano
9°C,29,MAIO,20,18,2,90.0,True,False,real,9º ano
9°C,29,JUNHO,20,19,1,95.0,True,False,real,9º ano
9°C,29,JULHO,7,4,3,57.1,True,True,real,9º ano
9°C,29,AGOSTO,22,17,5,77.3,True,False,real,9º ano
9°C,30,MAIO,20,19,1,95.0,True,False,real,9º ano
9°C,30,JUNHO,20,12,8,60.0,True,True,real,9º ano
9°C,30,JULHO,7,4,3,57.1,True,True,real,9º ano
9°C,30,AGOSTO,22,17,5,77.3,True,False,real,9º ano
9°C,31,MAIO,20,11,9,55.0,True,True,real,9º ano
9°C,31,JUNHO,20,16,4,80.0,True,False,real,9º ano
9°C,31,JULHO,7,5,2,71.4,True,True,real,9º ano
9°C,31,AGOSTO,22,15,7,68.2,True,True,real,9º ano
9°C,32,MAIO,20,13,7,65.0,True,True,real,9º ano
9°C,32,JUNHO,20,19,1,95.0,True,False,real,9º ano
9°C,32,JULHO,7,7,0,100.0,True,False,real,9º ano
9°C,32,AGOSTO,22,17,5,77.3,True,False,real,9º ano
9°C,34,JULHO,4,4,0,100.0,True,False,real,9º ano
9°C,34,AGOSTO,22,20,2,90.9,True,False,real,9º ano
9°C,35,AGOSTO,12,9,3,75.0,True,False,real,9º ano
